Home ID,Error,Original Address,Normalized Address,Normalized Street Number,Normalized Street Name,Normalized City,Flag Number Changed
2990,,"67 HOLLINGSWORTH ST, MATTAPAN, MA 02126","67 Hollingsworth Street, Boston, MA 02126",67,Hollingsworth Street,Boston,
2991,,"72 HOLLINGSWORTH ST, MATTAPAN, MA 02126","72 Hollingsworth Street, Boston, MA 02126",72,Hollingsworth Street,Boston,
2992,,"81 HOLLINGSWORTH ST, MATTAPAN, MA 02126","81 Hollingsworth Street, Boston, MA 02126",81,Hollingsworth Street,Boston,
2993,,"80 HOLLINGSWORTH ST, MATTAPAN, MA 02126","80 Hollingsworth Street, Boston, MA 02126",80,Hollingsworth Street,Boston,
2994,,"85 HOLLINGSWORTH ST, MATTAPAN, MA 02126","85 Hollingsworth Street, Boston, MA 02126",85,Hollingsworth Street,Boston,
2995,,"82 HOLLINGSWORTH ST, MATTAPAN, MA 02126","82 Hollingsworth Street, Boston, MA 02126",82,Hollingsworth Street,Boston,
2996,,"87 HOLLINGSWORTH ST, MATTAPAN, MA 02126","87 Hollingsworth Street, Boston, MA 02126",87,Hollingsworth Street,Boston,
2997,,"84 HOLLINGSWORTH ST, MATTAPAN, MA 02126","84 Hollingsworth Street, Boston, MA 02126",84,Hollingsworth Street,Boston,
2998,,"89 HOLLINGSWORTH ST, MATTAPAN, MA 02126","89 Hollingsworth Street, Boston, MA 02126",89,Hollingsworth Street,Boston,
2999,,"86 HOLLINGSWORTH ST, MATTAPAN, MA 02126","86 Hollingsworth Street, Boston, MA 02126",86,Hollingsworth Street,Boston,
3000,,"101 HOLLINGSWORTH ST, MATTAPAN, MA 02126","101 Hollingsworth Street, Boston, MA 02126",101,Hollingsworth Street,Boston,
3001,,"92 HOLLINGSWORTH ST, MATTAPAN, MA 02126","92 Hollingsworth Street, Boston, MA 02126",92,Hollingsworth Street,Boston,
3002,,"105 HOLLINGSWORTH ST, MATTAPAN, MA 02126","105 Hollingsworth Street, Boston, MA 02126",105,Hollingsworth Street,Boston,
3003,,"109 HOLLINGSWORTH ST, MATTAPAN, MA 02126","109 Hollingsworth Street, Boston, MA 02126",109,Hollingsworth Street,Boston,
3004,,"115 HOLLINGSWORTH ST, MATTAPAN, MA 02126","115 Hollingsworth Street, Boston, MA 02126",115,Hollingsworth Street,Boston,
3005,,"108 HOLLINGSWORTH ST, MATTAPAN, MA 02126","108 Hollingsworth Street, Boston, MA 02126",108,Hollingsworth Street,Boston,
3006,,"195 GREENFIELD RD, MATTAPAN, MA 02126","195 Greenfield Road, Boston, MA 02126",195,Greenfield Road,Boston,
3007,,"191 GREENFIELD RD, MATTAPAN, MA 02126","191 Greenfield Road, Boston, MA 02126",191,Greenfield Road,Boston,
3008,,"184 GREENFIELD RD, MATTAPAN, MA 02126","184 Greenfield Road, Boston, MA 02126",184,Greenfield Road,Boston,
3009,,"60 RIDLON RD, MATTAPAN, MA 02126","60 Ridlon Road, Boston, MA 02126",60,Ridlon Road,Boston,
3010,,"62 RIDLON RD, MATTAPAN, MA 02126","62 Ridlon Road, Boston, MA 02126",62,Ridlon Road,Boston,
3011,,"64 RIDLON RD, MATTAPAN, MA 02126","64 Ridlon Road, Boston, MA 02126",64,Ridlon Road,Boston,
3012,,"19 RUXTON RD, MATTAPAN, MA 02126","19 Ruxton Road, Boston, MA 02126",19,Ruxton Road,Boston,
3013,,"63 RIDLON RD, MATTAPAN, MA 02126","63 Ridlon Road, Boston, MA 02126",63,Ridlon Road,Boston,
3014,,"22 RUXTON RD, MATTAPAN, MA 02126","22 Ruxton Road, Boston, MA 02126",22,Ruxton Road,Boston,
3015,,"10 RUXTON RD, MATTAPAN, MA 02126","10 Ruxton Road, Boston, MA 02126",10,Ruxton Road,Boston,
3016,,"7 RUXTON RD, MATTAPAN, MA 02126","7 Ruxton Road, Boston, MA 02126",7,Ruxton Road,Boston,
3017,,"30 RUGBY RD, MATTAPAN, MA 02126","30 Rugby Road, Boston, MA 02126",30,Rugby Road,Boston,
3018,,"29 RUGBY RD, MATTAPAN, MA 02126","29 Rugby Road, Boston, MA 02126",29,Rugby Road,Boston,
3019,,"21  23 RUGBY RD, MATTAPAN, MA 02126","21  23 Rugby Road, Boston, MA 02126",23,Rugby Road,Boston,true
3020,,"18 RUGBY RD, MATTAPAN, MA 02126","18 Rugby Road, Boston, MA 02126",18,Rugby Road,Boston,
3021,,"15 RUGBY RD, MATTAPAN, MA 02126","15 Rugby Road, Boston, MA 02126",15,Rugby Road,Boston,
3022,,"6 RUGBY RD, MATTAPAN, MA 02126","6 Rugby Road, Boston, MA 02126",6,Rugby Road,Boston,
3023,,"699 CUMMINS HW, MATTAPAN, MA 02126","699 Cummins Highway, Boston, MA 02126",699,Cummins Highway,Boston,
3024,,"715 CUMMINS HW, MATTAPAN, MA 02126","715 Cummins Highway, Boston, MA 02126",715,Cummins Highway,Boston,
3025,,"711 CUMMINS HW, MATTAPAN, MA 02126","711 Cummins Highway, Boston, MA 02126",711,Cummins Highway,Boston,
3026,,"6 ROCKINGHAM RD, MATTAPAN, MA 02126","6 Rockingham Road, Boston, MA 02126",6,Rockingham Road,Boston,
3027,,"10 ROCKINGHAM RD, MATTAPAN, MA 02126","10 Rockingham Road, Boston, MA 02126",10,Rockingham Road,Boston,
3028,,"11 ROCKINGHAM RD, MATTAPAN, MA 02126","11 Rockingham Road, Boston, MA 02126",11,Rockingham Road,Boston,
3029,,"15  17 ROCKINGHAM RD, MATTAPAN, MA 02126","15  17 Rockingham Road, Boston, MA 02126",17,Rockingham Road,Boston,true
3030,,"19 ROCKINGHAM RD, MATTAPAN, MA 02126","19 Rockingham Road, Boston, MA 02126",19,Rockingham Road,Boston,
3031,,"22 ROCKINGHAM RD, MATTAPAN, MA 02126","22 Rockingham Road, Boston, MA 02126",22,Rockingham Road,Boston,
3032,,"23 ROCKINGHAM RD, MATTAPAN, MA 02126","23 Rockingham Road, Boston, MA 02126",23,Rockingham Road,Boston,
3033,,"36 ROCKINGHAM RD, MATTAPAN, MA 02126","36 Rockingham Road, Boston, MA 02126",36,Rockingham Road,Boston,
3034,,"27 ROCKINGHAM RD, MATTAPAN, MA 02126","27 Rockingham Road, Boston, MA 02126",27,Rockingham Road,Boston,
3035,,"40 ROCKINGHAM RD, MATTAPAN, MA 02126","40 Rockingham Road, Boston, MA 02126",40,Rockingham Road,Boston,
3036,,"31 ROCKINGHAM RD, MATTAPAN, MA 02126","31 Rockingham Road, Boston, MA 02126",31,Rockingham Road,Boston,
3037,,"42 ROCKINGHAM RD, MATTAPAN, MA 02126","42 Rockingham Road, Boston, MA 02126",42,Rockingham Road,Boston,
3038,,"44 ROCKINGHAM RD, MATTAPAN, MA 02126","44 Rockingham Road, Boston, MA 02126",44,Rockingham Road,Boston,
3039,,"46 ROCKINGHAM RD, MATTAPAN, MA 02126","46 Rockingham Road, Boston, MA 02126",46,Rockingham Road,Boston,
3040,,"37 ROCKINGHAM RD, MATTAPAN, MA 02126","37 Rockingham Road, Boston, MA 02126",37,Rockingham Road,Boston,
3041,,"48 ROCKINGHAM RD, MATTAPAN, MA 02126","48 Rockingham Road, Boston, MA 02126",48,Rockingham Road,Boston,
3042,,"50 ROCKINGHAM RD, MATTAPAN, MA 02126","50 Rockingham Road, Boston, MA 02126",50,Rockingham Road,Boston,
3043,,"126 GREENFIELD RD, MATTAPAN, MA 02126","126 Greenfield Road, Boston, MA 02126",126,Greenfield Road,Boston,
3044,,"124 GREENFIELD RD, MATTAPAN, MA 02126","124 Greenfield Road, Boston, MA 02126",124,Greenfield Road,Boston,
3045,,"128 GREENFIELD RD, MATTAPAN, MA 02126","128 Greenfield Road, Boston, MA 02126",128,Greenfield Road,Boston,
3046,,"132 GREENFIELD RD, MATTAPAN, MA 02126","132 Greenfield Road, Boston, MA 02126",132,Greenfield Road,Boston,
3047,,"154 GREENFIELD RD, MATTAPAN, MA 02126","154 Greenfield Road, Boston, MA 02126",154,Greenfield Road,Boston,
3048,,"163 GREENFIELD RD, MATTAPAN, MA 02126","163 Greenfield Road, Boston, MA 02126",163,Greenfield Road,Boston,
3049,,"166 GREENFIELD RD, MATTAPAN, MA 02126","166 Greenfield Road, Boston, MA 02126",166,Greenfield Road,Boston,
3050,,"142 ALMONT ST, MATTAPAN, MA 02126","142 Almont Street, Boston, MA 02126",142,Almont Street,Boston,
3051,,"38 ITASCA ST, MATTAPAN, MA 02126","38 Itasca Street, Boston, MA 02126",38,Itasca Street,Boston,
3052,,"42 ITASCA ST, MATTAPAN, MA 02126","42 Itasca Street, Boston, MA 02126",42,Itasca Street,Boston,
3053,,"60 ITASCA ST, MATTAPAN, MA 02126","60 Itasca Street, Boston, MA 02126",60,Itasca Street,Boston,
3054,,"90 ITASCA ST, MATTAPAN, MA 02126","90 Itasca Street, Boston, MA 02126",90,Itasca Street,Boston,
3055,,"98 ITASCA ST, MATTAPAN, MA 02126","98 Itasca Street, Boston, MA 02126",98,Itasca Street,Boston,
3056,,"92 ITASCA ST, MATTAPAN, MA 02126","92 Itasca Street, Boston, MA 02126",92,Itasca Street,Boston,
3057,,"100 ITASCA ST, MATTAPAN, MA 02126","100 Itasca Street, Boston, MA 02126",100,Itasca Street,Boston,
3058,,"108 ITASCA ST, MATTAPAN, MA 02126","108 Itasca Street, Boston, MA 02126",108,Itasca Street,Boston,
3059,,"112 ITASCA ST, MATTAPAN, MA 02126","112 Itasca Street, Boston, MA 02126",112,Itasca Street,Boston,
3060,,"116 ITASCA ST, MATTAPAN, MA 02126","116 Itasca Street, Boston, MA 02126",116,Itasca Street,Boston,
3061,,"126 ITASCA ST, MATTAPAN, MA 02126","126 Itasca Street, Boston, MA 02126",126,Itasca Street,Boston,
3062,,"140 ITASCA ST, MATTAPAN, MA 02126","140 Itasca Street, Boston, MA 02126",140,Itasca Street,Boston,
3063,,"150 ITASCA ST, MATTAPAN, MA 02126","150 Itasca Street, Boston, MA 02126",150,Itasca Street,Boston,
3064,,"137 SAVANNAH AV, MATTAPAN, MA 02126","137 Savannah Avenue, Boston, MA 02126",137,Savannah Avenue,Boston,
3065,,"140 SAVANNAH AV, MATTAPAN, MA 02126","140 Savannah Avenue, Boston, MA 02126",140,Savannah Avenue,Boston,
3066,,"133 SAVANNAH AV, MATTAPAN, MA 02126","133 Savannah Avenue, Boston, MA 02126",133,Savannah Avenue,Boston,
3067,,"136 SAVANNAH AV, MATTAPAN, MA 02126","136 Savannah Avenue, Boston, MA 02126",136,Savannah Avenue,Boston,
3068,,"41 MESSINGER ST, MATTAPAN, MA 02126","41 Messinger Street, Boston, MA 02126",41,Messinger Street,Boston,
3069,,"42 MESSINGER ST, MATTAPAN, MA 02126","42 Messinger Street, Boston, MA 02126",42,Messinger Street,Boston,
3070,,"37 MESSINGER ST, MATTAPAN, MA 02126","37 Messinger Street, Boston, MA 02126",37,Messinger Street,Boston,
3071,,"33 MESSINGER ST, MATTAPAN, MA 02126","33 Messinger Street, Boston, MA 02126",33,Messinger Street,Boston,
3072,,"29 MESSINGER ST, MATTAPAN, MA 02126","29 Messinger Street, Boston, MA 02126",29,Messinger Street,Boston,
3073,,"30 MESSINGER ST, MATTAPAN, MA 02126","30 Messinger Street, Boston, MA 02126",30,Messinger Street,Boston,
3074,,"70 FAVRE ST, MATTAPAN, MA 02126","70 Favre Street, Boston, MA 02126",70,Favre Street,Boston,
3075,,"25 MESSINGER ST, MATTAPAN, MA 02126","25 Messinger Street, Boston, MA 02126",25,Messinger Street,Boston,
3076,,"19 MESSINGER ST, MATTAPAN, MA 02126","19 Messinger Street, Boston, MA 02126",19,Messinger Street,Boston,
3077,,"74 FAVRE ST, MATTAPAN, MA 02126","74 Favre Street, Boston, MA 02126",74,Favre Street,Boston,
3078,,"73 FAVRE ST, MATTAPAN, MA 02126","73 Favre Street, Boston, MA 02126",73,Favre Street,Boston,
3079,,"78 FAVRE ST, MATTAPAN, MA 02126","78 Favre Street, Boston, MA 02126",78,Favre Street,Boston,
3080,,"75 FAVRE ST, MATTAPAN, MA 02126","75 Favre Street, Boston, MA 02126",75,Favre Street,Boston,
3081,,"82 FAVRE ST, MATTAPAN, MA 02126","82 Favre Street, Boston, MA 02126",82,Favre Street,Boston,
3082,,"62 ORLANDO ST, MATTAPAN, MA 02126","62 Orlando Street, Boston, MA 02126",62,Orlando Street,Boston,
3083,,"58 ORLANDO ST, MATTAPAN, MA 02126","58 Orlando Street, Boston, MA 02126",58,Orlando Street,Boston,
3084,,"54 ORLANDO ST, MATTAPAN, MA 02126","54 Orlando Street, Boston, MA 02126",54,Orlando Street,Boston,
3085,,"50 ORLANDO ST, MATTAPAN, MA 02126","50 Orlando Street, Boston, MA 02126",50,Orlando Street,Boston,
3086,,"15 ORLANDO ST, MATTAPAN, MA 02126","15 Orlando Street, Boston, MA 02126",15,Orlando Street,Boston,
3087,,"20 MONTEREY AV, MATTAPAN, MA 02126","20 Monterey Avenue, Boston, MA 02126",20,Monterey Avenue,Boston,
3088,,"57 SAVANNAH AV, MATTAPAN, MA 02126","57 Savannah Avenue, Boston, MA 02126",57,Savannah Avenue,Boston,
3089,,"53 SAVANNAH AV, MATTAPAN, MA 02126","53 Savannah Avenue, Boston, MA 02126",53,Savannah Avenue,Boston,
3090,,"25 MONTEREY AV, MATTAPAN, MA 02126","25 Monterey Avenue, Boston, MA 02126",25,Monterey Avenue,Boston,
3091,,"49 SAVANNAH AV, MATTAPAN, MA 02126","49 Savannah Avenue, Boston, MA 02126",49,Savannah Avenue,Boston,
3092,,"52 SAVANNAH AV, MATTAPAN, MA 02126","52 Savannah Avenue, Boston, MA 02126",52,Savannah Avenue,Boston,
3093,,"118 ALMONT ST, MATTAPAN, MA 02126","118 Almont Street, Boston, MA 02126",118,Almont Street,Boston,
3094,,"116 ALMONT ST, MATTAPAN, MA 02126","116 Almont Street, Boston, MA 02126",116,Almont Street,Boston,
3095,,"114 ALMONT ST, MATTAPAN, MA 02126","114 Almont Street, Boston, MA 02126",114,Almont Street,Boston,
3096,,"47 ORLANDO ST, MATTAPAN, MA 02126","47 Orlando Street, Boston, MA 02126",47,Orlando Street,Boston,
3097,,"55 ORLANDO ST, MATTAPAN, MA 02126","55 Orlando Street, Boston, MA 02126",55,Orlando Street,Boston,
3098,,"63 ORLANDO ST, MATTAPAN, MA 02126","63 Orlando Street, Boston, MA 02126",63,Orlando Street,Boston,
3099,,"78 ORLANDO ST, MATTAPAN, MA 02126","78 Orlando Street, Boston, MA 02126",78,Orlando Street,Boston,
3100,,"82 ORLANDO ST, MATTAPAN, MA 02126","82 Orlando Street, Boston, MA 02126",82,Orlando Street,Boston,
3101,,"34 MESSINGER ST, MATTAPAN, MA 02126","34 Messinger Street, Boston, MA 02126",34,Messinger Street,Boston,
3102,,"38 MESSINGER ST, MATTAPAN, MA 02126","38 Messinger Street, Boston, MA 02126",38,Messinger Street,Boston,
3103,,"1057 MORTON ST, MATTAPAN, MA 02126","1057 Morton Street, Boston, MA 02126",1057,Morton Street,Boston,
3104,,"1061 MORTON ST, MATTAPAN, MA 02126","1061 Morton Street, Boston, MA 02126",1061,Morton Street,Boston,
3105,,"7  9 MARYKNOLL ST, MATTAPAN, MA 02126","7  9 Maryknoll Street, Boston, MA 02126",9,Maryknoll Street,Boston,true
3106,,"15 MARYKNOLL ST, MATTAPAN, MA 02126","15 Maryknoll Street, Boston, MA 02126",15,Maryknoll Street,Boston,
3107,,"4 VERNDALE ST, MATTAPAN, MA 02126","4 Verndale Street, Boston, MA 02126",4,Verndale Street,Boston,
3108,,"7 VERNDALE ST, MATTAPAN, MA 02126","7 Verndale Street, Boston, MA 02126",7,Verndale Street,Boston,
3109,,"8 VERNDALE ST, MATTAPAN, MA 02126","8 Verndale Street, Boston, MA 02126",8,Verndale Street,Boston,
3110,,"9 VERNDALE ST, MATTAPAN, MA 02126","9 Verndale Street, Boston, MA 02126",9,Verndale Street,Boston,
3111,,"19 MARYKNOLL ST, MATTAPAN, MA 02126","19 Maryknoll Street, Boston, MA 02126",19,Maryknoll Street,Boston,
3112,,"27 MARYKNOLL ST, MATTAPAN, MA 02126","27 Maryknoll Street, Boston, MA 02126",27,Maryknoll Street,Boston,
3113,,"6 MARYKNOLL TE, MATTAPAN, MA 02126","6 Maryknoll Terrace, Boston, MA 02126",6,Maryknoll Terrace,Boston,
3114,,"5 MARYKNOLL TE, MATTAPAN, MA 02126","5 Maryknoll Terrace, Boston, MA 02126",5,Maryknoll Terrace,Boston,
3115,,"9 MARYKNOLL TE, MATTAPAN, MA 02126","9 Maryknoll Terrace, Boston, MA 02126",9,Maryknoll Terrace,Boston,
3116,,"37 MARYKNOLL ST, MATTAPAN, MA 02126","37 Maryknoll Street, Boston, MA 02126",37,Maryknoll Street,Boston,
3117,,"45 MARYKNOLL ST, MATTAPAN, MA 02126","45 Maryknoll Street, Boston, MA 02126",45,Maryknoll Street,Boston,
3118,,"49 MARYKNOLL ST, MATTAPAN, MA 02126","49 Maryknoll Street, Boston, MA 02126",49,Maryknoll Street,Boston,
3119,,"53 MARYKNOLL ST, MATTAPAN, MA 02126","53 Maryknoll Street, Boston, MA 02126",53,Maryknoll Street,Boston,
3120,,"57 MARYKNOLL ST, MATTAPAN, MA 02126","57 Maryknoll Street, Boston, MA 02126",57,Maryknoll Street,Boston,
3121,,"65 MARYKNOLL ST, MATTAPAN, MA 02126","65 Maryknoll Street, Boston, MA 02126",65,Maryknoll Street,Boston,
3122,,"71 MARYKNOLL ST, MATTAPAN, MA 02126","71 Maryknoll Street, Boston, MA 02126",71,Maryknoll Street,Boston,
3123,,"77 MARYKNOLL ST, MATTAPAN, MA 02126","77 Maryknoll Street, Boston, MA 02126",77,Maryknoll Street,Boston,
3124,,"81 MARYKNOLL ST, MATTAPAN, MA 02126","81 Maryknoll Street, Boston, MA 02126",81,Maryknoll Street,Boston,
3125,,"85 MARYKNOLL ST, MATTAPAN, MA 02126","85 Maryknoll Street, Boston, MA 02126",85,Maryknoll Street,Boston,
3126,,"89 MARYKNOLL ST, MATTAPAN, MA 02126","89 Maryknoll Street, Boston, MA 02126",89,Maryknoll Street,Boston,
3127,,"257 MANCHESTER ST, MATTAPAN, MA 02126","257 Manchester Street, Boston, MA 02126",257,Manchester Street,Boston,
3128,,"34 STANDARD ST, MATTAPAN, MA 02126","34 Standard Street, Boston, MA 02126",34,Standard Street,Boston,
3129,,"30 STANDARD ST, MATTAPAN, MA 02126","30 Standard Street, Boston, MA 02126",30,Standard Street,Boston,
3130,,"26 STANDARD ST, MATTAPAN, MA 02126","26 Standard Street, Boston, MA 02126",26,Standard Street,Boston,
3131,,"20 STANDARD ST, MATTAPAN, MA 02126","20 Standard Street, Boston, MA 02126",20,Standard Street,Boston,
3132,,"4 STANDARD ST, MATTAPAN, MA 02126","4 Standard Street, Boston, MA 02126",4,Standard Street,Boston,
3133,,"58  60 STANDARD ST, MATTAPAN, MA 02126","58  60 Standard Street, Boston, MA 02126",60,Standard Street,Boston,true
3134,,"68 STANDARD ST, MATTAPAN, MA 02126","68 Standard Street, Boston, MA 02126",68,Standard Street,Boston,
3135,,"71 STANDARD ST, MATTAPAN, MA 02126","71 Standard Street, Boston, MA 02126",71,Standard Street,Boston,
3136,,"70 STANDARD ST, MATTAPAN, MA 02126","70 Standard Street, Boston, MA 02126",70,Standard Street,Boston,
3137,,"74 STANDARD ST, MATTAPAN, MA 02126","74 Standard Street, Boston, MA 02126",74,Standard Street,Boston,
3138,,"77 STANDARD ST, MATTAPAN, MA 02126","77 Standard Street, Boston, MA 02126",77,Standard Street,Boston,
3139,,"83 STANDARD ST, MATTAPAN, MA 02126","83 Standard Street, Boston, MA 02126",83,Standard Street,Boston,
3140,,"86 STANDARD ST, MATTAPAN, MA 02126","86 Standard Street, Boston, MA 02126",86,Standard Street,Boston,
3141,,"87 STANDARD ST, MATTAPAN, MA 02126","87 Standard Street, Boston, MA 02126",87,Standard Street,Boston,
3142,,"7 FREELAND ST, MATTAPAN, MA 02126","7 Freeland Street, Boston, MA 02126",7,Freeland Street,Boston,
3143,,"15 FREELAND ST, MATTAPAN, MA 02126","15 Freeland Street, Boston, MA 02126",15,Freeland Street,Boston,
3144,,"8 FREELAND ST, MATTAPAN, MA 02126","8 Freeland Street, Boston, MA 02126",8,Freeland Street,Boston,
3145,,"12 FREELAND ST, MATTAPAN, MA 02126","12 Freeland Street, Boston, MA 02126",12,Freeland Street,Boston,
3146,,"27 FREELAND ST, MATTAPAN, MA 02126","27 Freeland Street, Boston, MA 02126",27,Freeland Street,Boston,
3147,,"29 FREELAND ST, MATTAPAN, MA 02126","29 Freeland Street, Boston, MA 02126",29,Freeland Street,Boston,
3148,,"16  18 FREELAND ST, MATTAPAN, MA 02126","16  18 Freeland Street, Boston, MA 02126",18,Freeland Street,Boston,true
3149,,"33 FREELAND ST, MATTAPAN, MA 02126","33 Freeland Street, Boston, MA 02126",33,Freeland Street,Boston,
3150,,"20 FREELAND ST, MATTAPAN, MA 02126","20 Freeland Street, Boston, MA 02126",20,Freeland Street,Boston,
3151,,"35 FREELAND ST, MATTAPAN, MA 02126","35 Freeland Street, Boston, MA 02126",35,Freeland Street,Boston,
3152,,"39 FREELAND ST, MATTAPAN, MA 02126","39 Freeland Street, Boston, MA 02126",39,Freeland Street,Boston,
3153,,"41  43 FREELAND ST, MATTAPAN, MA 02126","41  43 Freeland Street, Boston, MA 02126",43,Freeland Street,Boston,true
3154,,"45  47 FREELAND ST, MATTAPAN, MA 02126","45  47 Freeland Street, Boston, MA 02126",47,Freeland Street,Boston,true
3155,,"57 FREELAND ST, MATTAPAN, MA 02126","57 Freeland Street, Boston, MA 02126",57,Freeland Street,Boston,
3156,,"44 FREELAND ST, MATTAPAN, MA 02126","44 Freeland Street, Boston, MA 02126",44,Freeland Street,Boston,
3157,,"61 FREELAND ST, MATTAPAN, MA 02126","61 Freeland Street, Boston, MA 02126",61,Freeland Street,Boston,
3158,,"244 W SELDEN ST, MATTAPAN, MA 02126","244 West Selden Street, Boston, MA 02126",244,West Selden Street,Boston,
3159,,"36 DANIA ST, MATTAPAN, MA 02126","36 Dania Street, Boston, MA 02126",36,Dania Street,Boston,
3160,,"4 DANIA TE, MATTAPAN, MA 02126","4 Dania Terrace, Boston, MA 02126",4,Dania Terrace,Boston,
3161,,"2 DANIA TE, MATTAPAN, MA 02126","2 Dania Terrace, Boston, MA 02126",2,Dania Terrace,Boston,
3162,,"39 DANIA ST, MATTAPAN, MA 02126","39 Dania Street, Boston, MA 02126",39,Dania Street,Boston,
3163,,"35 DANIA ST, MATTAPAN, MA 02126","35 Dania Street, Boston, MA 02126",35,Dania Street,Boston,
3164,,"32 DANIA ST, MATTAPAN, MA 02126","32 Dania Street, Boston, MA 02126",32,Dania Street,Boston,
3165,,"31 DANIA ST, MATTAPAN, MA 02126","31 Dania Street, Boston, MA 02126",31,Dania Street,Boston,
3166,,"29 DANIA ST, MATTAPAN, MA 02126","29 Dania Street, Boston, MA 02126",29,Dania Street,Boston,
3167,,"27 DANIA ST, MATTAPAN, MA 02126","27 Dania Street, Boston, MA 02126",27,Dania Street,Boston,
3168,,"6 JAMESTOWN TE, MATTAPAN, MA 02126","6 Jamestown Terrace, Boston, MA 02126",6,Jamestown Terrace,Boston,
3169,,"5 JAMESTOWN TE, MATTAPAN, MA 02126","5 Jamestown Terrace, Boston, MA 02126",5,Jamestown Terrace,Boston,
3170,,"9 JAMESTOWN TE, MATTAPAN, MA 02126","9 Jamestown Terrace, Boston, MA 02126",9,Jamestown Terrace,Boston,
3171,,"10 JAMESTOWN TE, MATTAPAN, MA 02126","10 Jamestown Terrace, Boston, MA 02126",10,Jamestown Terrace,Boston,
3172,,"2 JAMESTOWN TE, MATTAPAN, MA 02126","2 Jamestown Terrace, Boston, MA 02126",2,Jamestown Terrace,Boston,
3173,,"28 DANIA ST, MATTAPAN, MA 02126","28 Dania Street, Boston, MA 02126",28,Dania Street,Boston,
3174,,"8 CONSTITUTION RD, MATTAPAN, MA 02126","8 Constitution Road, Boston, MA 02126",8,Constitution Road,Boston,
3175,,"20 CONSTITUTION RD, MATTAPAN, MA 02126","20 Constitution Road, Boston, MA 02126",20,Constitution Road,Boston,
3176,,"24 CONSTITUTION RD, MATTAPAN, MA 02126","24 Constitution Road, Boston, MA 02126",24,Constitution Road,Boston,
3177,,"16 CONSTITUTION RD, MATTAPAN, MA 02126","16 Constitution Road, Boston, MA 02126",16,Constitution Road,Boston,
3178,,"4 CONSTITUTION RD, MATTAPAN, MA 02126","4 Constitution Road, Boston, MA 02126",4,Constitution Road,Boston,
3179,,"47 FAUNCE RD, MATTAPAN, MA 02126","47 Faunce Road, Boston, MA 02126",47,Faunce Road,Boston,
3180,,"14 DANIA ST, MATTAPAN, MA 02126","14 Dania Street, Boston, MA 02126",14,Dania Street,Boston,
3181,,"12 DANIA ST, MATTAPAN, MA 02126","12 Dania Street, Boston, MA 02126",12,Dania Street,Boston,
3182,,"15 DANIA ST, MATTAPAN, MA 02126","15 Dania Street, Boston, MA 02126",15,Dania Street,Boston,
3183,,"1 VIKING TE, MATTAPAN, MA 02126","1 Viking Terrace, Boston, MA 02126",1,Viking Terrace,Boston,
3184,,"20 MAMELON CI, MATTAPAN, MA 02126","20 Mamelon Circle, Boston, MA 02126",20,Mamelon Circle,Boston,
3185,,"55 COOKSON TE, MATTAPAN, MA 02126","55 Cookson Terrace, Boston, MA 02126",55,Cookson Terrace,Boston,
3186,,"6 VIKING TE, MATTAPAN, MA 02126","6 Viking Terrace, Boston, MA 02126",6,Viking Terrace,Boston,
3187,,"7 LINVALE TE, MATTAPAN, MA 02126","7 Linvale Terrace, Boston, MA 02126",7,Linvale Terrace,Boston,
3188,,"6 LINVALE TE, MATTAPAN, MA 02126","6 Linvale Terrace, Boston, MA 02126",6,Linvale Terrace,Boston,
